event_id,sta_code,p_polarity,takeoff,azimuth,takeoff_uncertainty,azimuth_uncertainty,sr_dist_km,source,sp_ratio,origin_lat,origin_lon,origin_depth_km,horz_uncert_km,vert_uncert_km,event_mag,pol_agreement,sp_diff,mech_quality
123456,XX.ST016.--.EHZ,1.0,53.5,-6.3,0.1,0.1,,trad_p,,37.412116,-122.059357,12.345,0.2,0.4,2.3,1.0,,A
123456,XX.ST017.--.EHZ,1.0,53.5,-11.6,0.1,0.1,,trad_p,,37.412116,-122.059357,12.345,0.2,0.4,2.3,1.0,,A
123456,XX.ST018.--.EHZ,1.0,53.5,-16.9,0.1,0.1,,trad_p,,37.412116,-122.059357,12.345,0.2,0.4,2.3,1.0,,A
123456,XX.ST019.--.EHZ,1.0,53.5,-22.1,0.1,0.1,,trad_p,,37.412116,-122.059357,12.345,0.2,0.4,2.3,1.0,,A
123456,XX.ST020.--.EHZ,1.0,53.5,-27.4,0.1,0.1,,trad_p,,37.412116,-122.059357,12.345,0.2,0.4,2.3,1.0,,A
123456,XX.ST021.--.EHZ,1.0,53.5,-32.7,0.1,0.1,,trad_p,,37.412116,-122.059357,12.345,0.2,0.4,2.3,1.0,,A
123456,XX.ST022.--.EHZ,1.0,53.5,-38.0,0.1,0.1,,trad_p,,37.412116,-122.059357,12.345,0.2,0.4,2.3,1.0,,A
123456,XX.ST023.--.EHZ,1.0,53.5,-43.3,0.1,0.1,,trad_p,,37.412116,-122.059357,12.345,0.2,0.4,2.3,1.0,,A
123456,XX.ST024.--.EHZ,1.0,53.5,-48.6,0.1,0.1,,trad_p,,37.412116,-122.059357,12.345,0.2,0.4,2.3,1.0,,A
123456,XX.ST025.--.EHZ,1.0,53.5,-53.9,0.1,0.1,,trad_p,,37.412116,-122.059357,12.345,0.2,0.4,2.3,1.0,,A
123456,XX.ST026.--.EHZ,1.0,53.5,-59.1,0.1,0.1,,trad_p,,37.412116,-122.059357,12.345,0.2,0.4,2.3,1.0,,A
123456,XX.ST027.--.EHZ,1.0,53.5,-64.4,0.1,0.1,,trad_p,,37.412116,-122.059357,12.345,0.2,0.4,2.3,1.0,,A
123456,XX.ST028.--.EHZ,1.0,53.5,-69.7,0.1,0.1,,trad_p,,37.412116,-122.059357,12.345,0.2,0.4,2.3,1.0,,A
123456,XX.ST029.--.EHZ,1.0,53.5,-75.0,0.1,0.1,,trad_p,,37.412116,-122.059357,12.345,0.2,0.4,2.3,1.0,,A
123456,XX.ST030.--.EHZ,-1.0,82.9,237.7,0.1,0.1,,trad_p,,37.412116,-122.059357,12.345,0.2,0.4,2.3,1.0,,A
123456,XX.ST031.--.EHZ,-1.0,77.2,235.5,0.1,0.1,,trad_p,,37.412116,-122.059357,12.345,0.2,0.4,2.3,1.0,,A
123456,XX.ST032.--.EHZ,-1.0,72.0,233.0,0.1,0.1,,trad_p,,37.412116,-122.059357,12.345,0.2,0.4,2.3,1.0,,A
123456,XX.ST033.--.EHZ,-1.0,67.0,230.2,0.1,0.1,,trad_p,,37.412116,-122.059357,12.345,0.2,0.4,2.3,1.0,,A
123456,XX.ST034.--.EHZ,-1.0,41.4,181.1,0.1,0.1,,trad_p,,37.412116,-122.059357,12.345,0.2,0.4,2.3,1.0,,A
123456,XX.ST035.--.EHZ,-1.0,41.9,188.5,0.1,0.1,,trad_p,,37.412116,-122.059357,12.345,0.2,0.4,2.3,1.0,,A
123456,XX.ST036.--.EHZ,-1.0,48.1,188.6,0.1,0.1,,trad_p,,37.412116,-122.059357,12.345,0.2,0.4,2.3,1.0,,A
123456,XX.ST037.--.EHZ,-1.0,54.1,190.6,0.1,0.1,,trad_p,,37.412116,-122.059357,12.345,0.2,0.4,2.3,1.0,,A
123456,XX.ST038.--.EHZ,-1.0,59.6,193.8,0.1,0.1,,trad_p,,37.412116,-122.059357,12.345,0.2,0.4,2.3,1.0,,A
123456,XX.ST039.--.EHZ,-1.0,64.1,197.9,0.1,0.1,,trad_p,,37.412116,-122.059357,12.345,0.2,0.4,2.3,1.0,,A
123456,XX.ST040.--.EHZ,-1.0,67.4,202.5,0.1,0.1,,trad_p,,37.412116,-122.059357,12.345,0.2,0.4,2.3,1.0,,A
123456,XX.ST041.--.EHZ,-1.0,69.3,207.4,0.1,0.1,,trad_p,,37.412116,-122.059357,12.345,0.2,0.4,2.3,1.0,,A
123456,XX.ST042.--.EHZ,-1.0,69.6,212.4,0.1,0.1,,trad_p,,37.412116,-122.059357,12.345,0.2,0.4,2.3,1.0,,A
123456,XX.ST043.--.EHZ,-1.0,68.4,217.3,0.1,0.1,,trad_p,,37.412116,-122.059357,12.345,0.2,0.4,2.3,1.0,,A
123456,XX.ST044.--.EHZ,-1.0,65.7,222.1,0.1,0.1,,trad_p,,37.412116,-122.059357,12.345,0.2,0.4,2.3,1.0,,A
123456,XX.ST045.--.EHZ,-1.0,61.7,226.4,0.1,0.1,,trad_p,,37.412116,-122.059357,12.345,0.2,0.4,2.3,1.0,,A
123456,XX.ST046.--.EHZ,-1.0,56.6,230.1,0.1,0.1,,trad_p,,37.412116,-122.059357,12.345,0.2,0.4,2.3,1.0,,A
123456,XX.ST047.--.EHZ,-1.0,50.8,232.7,0.1,0.1,,trad_p,,37.412116,-122.059357,12.345,0.2,0.4,2.3,1.0,,A
123456,XX.ST048.--.EHZ,-1.0,44.6,233.7,0.1,0.1,,trad_p,,37.412116,-122.059357,12.345,0.2,0.4,2.3,1.0,,A
123456,XX.ST049.--.EHZ,-1.0,38.6,232.3,0.1,0.1,,trad_p,,37.412116,-122.059357,12.345,0.2,0.4,2.3,1.0,,A
123456,XX.ST050.--.EHZ,-1.0,33.4,227.5,0.1,0.1,,trad_p,,37.412116,-122.059357,12.345,0.2,0.4,2.3,1.0,,A
123456,XX.ST051.--.EHZ,-1.0,30.1,218.9,0.1,0.1,,trad_p,,37.412116,-122.059357,12.345,0.2,0.4,2.3,1.0,,A
123456,XX.ST052.--.EHZ,-1.0,29.5,207.8,0.1,0.1,,trad_p,,37.412116,-122.059357,12.345,0.2,0.4,2.3,1.0,,A
123456,XX.ST053.--.EHZ,-1.0,31.7,197.8,0.1,0.1,,trad_p,,37.412116,-122.059357,12.345,0.2,0.4,2.3,1.0,,A
123456,XX.ST054.--.EHZ,-1.0,36.2,191.3,0.1,0.1,,trad_p,,37.412116,-122.059357,12.345,0.2,0.4,2.3,1.0,,A
123456,XX.ST055.--.EHZ,-1.0,48.7,211.0,0.1,0.1,,trad_p,,37.412116,-122.059357,12.345,0.2,0.4,2.3,1.0,,A
123456,XX.ST056.--.EHZ,1.0,48.4,-73.5,0.1,0.1,,trad_p,,37.412116,-122.059357,12.345,0.2,0.4,2.3,1.0,,A
123456,XX.ST057.--.EHZ,1.0,43.3,-71.6,0.1,0.1,,trad_p,,37.412116,-122.059357,12.345,0.2,0.4,2.3,1.0,,A
123456,XX.ST058.--.EHZ,1.0,38.4,-69.2,0.1,0.1,,trad_p,,37.412116,-122.059357,12.345,0.2,0.4,2.3,1.0,,A
123456,XX.ST059.--.EHZ,1.0,33.6,-66.2,0.1,0.1,,trad_p,,37.412116,-122.059357,12.345,0.2,0.4,2.3,1.0,,A
123456,XX.ST060.--.EHZ,1.0,29.0,-62.2,0.1,0.1,,trad_p,,37.412116,-122.059357,12.345,0.2,0.4,2.3,1.0,,A
123456,XX.ST061.--.EHZ,-1.0,24.6,-56.9,0.1,0.1,,trad_p,,37.412116,-122.059357,12.345,0.2,0.4,2.3,0.0,,A
123456,XX.ST062.--.EHZ,1.0,20.6,-49.3,0.1,0.1,,trad_p,,37.412116,-122.059357,12.345,0.2,0.4,2.3,1.0,,A
123456,XX.ST063.--.EHZ,1.0,17.1,-38.5,0.1,0.1,,trad_p,,37.412116,-122.059357,12.345,0.2,0.4,2.3,1.0,,A
123456,XX.ST064.--.EHZ,1.0,14.6,-23.2,0.1,0.1,,trad_p,,37.412116,-122.059357,12.345,0.2,0.4,2.3,1.0,,A
123456,XX.ST065.--.EHZ,1.0,13.4,-3.5,0.1,0.1,,trad_p,,37.412116,-122.059357,12.345,0.2,0.4,2.3,1.0,,A
123456,XX.ST066.--.EHZ,1.0,82.9,122.3,0.1,0.1,,trad_p,,37.412116,-122.059357,12.345,0.2,0.4,2.3,1.0,,A
123456,XX.ST067.--.EHZ,1.0,77.2,124.5,0.1,0.1,,trad_p,,37.412116,-122.059357,12.345,0.2,0.4,2.3,1.0,,A
123456,XX.ST068.--.EHZ,1.0,72.0,127.0,0.1,0.1,,trad_p,,37.412116,-122.059357,12.345,0.2,0.4,2.3,1.0,,A
123456,XX.ST069.--.EHZ,1.0,67.0,129.8,0.1,0.1,,trad_p,,37.412116,-122.059357,12.345,0.2,0.4,2.3,1.0,,A
123456,XX.ST070.--.EHZ,1.0,41.4,178.9,0.1,0.1,,trad_p,,37.412116,-122.059357,12.345,0.2,0.4,2.3,1.0,,A
123456,XX.ST071.--.EHZ,-1.0,48.4,73.5,0.1,0.1,,trad_p,,37.412116,-122.059357,12.345,0.2,0.4,2.3,1.0,,A
123456,XX.ST072.--.EHZ,-1.0,43.3,71.6,0.1,0.1,,trad_p,,37.412116,-122.059357,12.345,0.2,0.4,2.3,1.0,,A
123456,XX.ST073.--.EHZ,-1.0,38.4,69.2,0.1,0.1,,trad_p,,37.412116,-122.059357,12.345,0.2,0.4,2.3,1.0,,A
123456,XX.ST074.--.EHZ,-1.0,33.6,66.2,0.1,0.1,,trad_p,,37.412116,-122.059357,12.345,0.2,0.4,2.3,1.0,,A
123456,XX.ST075.--.EHZ,-1.0,29.0,62.2,0.1,0.1,,trad_p,,37.412116,-122.059357,12.345,0.2,0.4,2.3,1.0,,A
123456,XX.ST076.--.EHZ,-1.0,24.6,56.9,0.1,0.1,,trad_p,,37.412116,-122.059357,12.345,0.2,0.4,2.3,1.0,,A
123456,XX.ST077.--.EHZ,-1.0,20.6,49.3,0.1,0.1,,trad_p,,37.412116,-122.059357,12.345,0.2,0.4,2.3,1.0,,A
123456,XX.ST078.--.EHZ,-1.0,17.1,38.5,0.1,0.1,,trad_p,,37.412116,-122.059357,12.345,0.2,0.4,2.3,1.0,,A
123456,XX.ST079.--.EHZ,-1.0,14.6,23.2,0.1,0.1,,trad_p,,37.412116,-122.059357,12.345,0.2,0.4,2.3,1.0,,A
123456,XX.ST080.--.EHZ,-1.0,13.4,3.5,0.1,0.1,,trad_p,,37.412116,-122.059357,12.345,0.2,0.4,2.3,1.0,,A
123456,XX.ST081.--.EHZ,1.0,61.7,133.6,0.1,0.1,,trad_p,,37.412116,-122.059357,12.345,0.2,0.4,2.3,1.0,,A
123456,XX.ST082.--.EHZ,1.0,65.7,137.9,0.1,0.1,,trad_p,,37.412116,-122.059357,12.345,0.2,0.4,2.3,1.0,,A
123456,XX.ST083.--.EHZ,1.0,68.4,142.7,0.1,0.1,,trad_p,,37.412116,-122.059357,12.345,0.2,0.4,2.3,1.0,,A
123456,XX.ST084.--.EHZ,1.0,69.6,147.6,0.1,0.1,,trad_p,,37.412116,-122.059357,12.345,0.2,0.4,2.3,1.0,,A
123456,XX.ST085.--.EHZ,1.0,69.3,152.6,0.1,0.1,,trad_p,,37.412116,-122.059357,12.345,0.2,0.4,2.3,1.0,,A
123456,XX.ST086.--.EHZ,1.0,67.4,157.5,0.1,0.1,,trad_p,,37.412116,-122.059357,12.345,0.2,0.4,2.3,1.0,,A
123456,XX.ST087.--.EHZ,1.0,64.1,162.1,0.1,0.1,,trad_p,,37.412116,-122.059357,12.345,0.2,0.4,2.3,1.0,,A
123456,XX.ST088.--.EHZ,1.0,59.6,166.2,0.1,0.1,,trad_p,,37.412116,-122.059357,12.345,0.2,0.4,2.3,1.0,,A
123456,XX.ST089.--.EHZ,1.0,54.1,169.4,0.1,0.1,,trad_p,,37.412116,-122.059357,12.345,0.2,0.4,2.3,1.0,,A
123456,XX.ST090.--.EHZ,1.0,48.1,171.4,0.1,0.1,,trad_p,,37.412116,-122.059357,12.345,0.2,0.4,2.3,1.0,,A
123456,XX.ST091.--.EHZ,1.0,41.9,171.5,0.1,0.1,,trad_p,,37.412116,-122.059357,12.345,0.2,0.4,2.3,1.0,,A
123456,XX.ST092.--.EHZ,1.0,36.2,168.7,0.1,0.1,,trad_p,,37.412116,-122.059357,12.345,0.2,0.4,2.3,1.0,,A
123456,XX.ST093.--.EHZ,1.0,31.7,162.2,0.1,0.1,,trad_p,,37.412116,-122.059357,12.345,0.2,0.4,2.3,1.0,,A
123456,XX.ST094.--.EHZ,1.0,29.5,152.2,0.1,0.1,,trad_p,,37.412116,-122.059357,12.345,0.2,0.4,2.3,1.0,,A
123456,XX.ST095.--.EHZ,1.0,30.1,141.1,0.1,0.1,,trad_p,,37.412116,-122.059357,12.345,0.2,0.4,2.3,1.0,,A
123456,XX.ST096.--.EHZ,1.0,33.4,132.5,0.1,0.1,,trad_p,,37.412116,-122.059357,12.345,0.2,0.4,2.3,1.0,,A
123456,XX.ST097.--.EHZ,1.0,38.6,127.7,0.1,0.1,,trad_p,,37.412116,-122.059357,12.345,0.2,0.4,2.3,1.0,,A
123456,XX.ST098.--.EHZ,1.0,44.6,126.3,0.1,0.1,,trad_p,,37.412116,-122.059357,12.345,0.2,0.4,2.3,1.0,,A
123456,XX.ST099.--.EHZ,1.0,50.8,127.3,0.1,0.1,,trad_p,,37.412116,-122.059357,12.345,0.2,0.4,2.3,1.0,,A
123456,XX.ST100.--.EHZ,1.0,56.6,129.9,0.1,0.1,,trad_p,,37.412116,-122.059357,12.345,0.2,0.4,2.3,1.0,,A
123456,XX.ST101.--.EHZ,-1.0,48.7,149.0,0.1,0.1,,trad_p,,37.412116,-122.059357,12.345,0.2,0.4,2.3,0.0,,A
123456,XX.ST000.--.EHZ,,53.5,75.0,0.0,0.0,,trad_sp,13.2,37.412116,-122.059357,12.345,0.2,0.4,2.3,,1.5206,A
123456,XX.ST001.--.EHZ,,53.5,69.7,0.0,0.0,,trad_sp,8.7,37.412116,-122.059357,12.345,0.2,0.4,2.3,,1.34596,A
123456,XX.ST002.--.EHZ,,53.5,64.4,0.0,0.0,,trad_sp,6.3,37.412116,-122.059357,12.345,0.2,0.4,2.3,,1.2517,A
123456,XX.ST003.--.EHZ,,53.5,59.1,0.0,0.0,,trad_sp,4.7,37.412116,-122.059357,12.345,0.2,0.4,2.3,,1.15368,A
123456,XX.ST004.--.EHZ,,53.5,53.9,0.0,0.0,,trad_sp,3.7,37.412116,-122.059357,12.345,0.2,0.4,2.3,,1.06336,A
123456,XX.ST005.--.EHZ,,53.5,48.6,0.0,0.0,,trad_sp,3.1,37.412116,-122.059357,12.345,0.2,0.4,2.3,,0.96802,A
123456,XX.ST006.--.EHZ,,53.5,43.3,0.0,0.0,,trad_sp,2.9,37.412116,-122.059357,12.345,0.2,0.4,2.3,,0.88894,A
123456,XX.ST007.--.EHZ,,53.5,38.0,0.0,0.0,,trad_sp,3.1,37.412116,-122.059357,12.345,0.2,0.4,2.3,,0.84784,A
123456,XX.ST008.--.EHZ,,53.5,32.7,0.0,0.0,,trad_sp,3.6,37.412116,-122.059357,12.345,0.2,0.4,2.3,,0.82128,A
123456,XX.ST009.--.EHZ,,53.5,27.4,0.0,0.0,,trad_sp,4.6,37.412116,-122.059357,12.345,0.2,0.4,2.3,,0.83751,A
123456,XX.ST010.--.EHZ,,53.5,22.1,0.0,0.0,,trad_sp,6.1,37.412116,-122.059357,12.345,0.2,0.4,2.3,,0.85298,A
123456,XX.ST011.--.EHZ,,53.5,16.9,0.0,0.0,,trad_sp,8.5,37.412116,-122.059357,12.345,0.2,0.4,2.3,,0.87263,A
123456,XX.ST012.--.EHZ,,53.5,11.6,0.0,0.0,,trad_sp,12.9,37.412116,-122.059357,12.345,0.2,0.4,2.3,,0.88117,A
123456,XX.ST013.--.EHZ,,53.5,6.3,0.0,0.0,,trad_sp,24.3,37.412116,-122.059357,12.345,0.2,0.4,2.3,,0.88392,A
123456,XX.ST014.--.EHZ,,53.5,1.0,0.0,0.0,,trad_sp,154.8,37.412116,-122.059357,12.345,0.2,0.4,2.3,,0.88665,A
123456,XX.ST015.--.EHZ,,53.5,-1.0,0.0,0.0,,trad_sp,154.8,37.412116,-122.059357,12.345,0.2,0.4,2.3,,0.88665,A
123456,XX.ST016.--.EHZ,,53.5,-6.3,0.0,0.0,,trad_sp,24.3,37.412116,-122.059357,12.345,0.2,0.4,2.3,,0.88392,A
123456,XX.ST017.--.EHZ,,53.5,-11.6,0.0,0.0,,trad_sp,12.9,37.412116,-122.059357,12.345,0.2,0.4,2.3,,0.88117,A
123456,XX.ST018.--.EHZ,,53.5,-16.9,0.0,0.0,,trad_sp,8.5,37.412116,-122.059357,12.345,0.2,0.4,2.3,,0.87263,A
123456,XX.ST019.--.EHZ,,53.5,-22.1,0.0,0.0,,trad_sp,6.1,37.412116,-122.059357,12.345,0.2,0.4,2.3,,0.85298,A
123456,XX.ST020.--.EHZ,,53.5,-27.4,0.0,0.0,,trad_sp,4.6,37.412116,-122.059357,12.345,0.2,0.4,2.3,,0.83751,A
123456,XX.ST021.--.EHZ,,53.5,-32.7,0.0,0.0,,trad_sp,3.6,37.412116,-122.059357,12.345,0.2,0.4,2.3,,0.82128,A
123456,XX.ST022.--.EHZ,,53.5,-38.0,0.0,0.0,,trad_sp,3.1,37.412116,-122.059357,12.345,0.2,0.4,2.3,,0.84784,A
123456,XX.ST023.--.EHZ,,53.5,-43.3,0.0,0.0,,trad_sp,2.9,37.412116,-122.059357,12.345,0.2,0.4,2.3,,0.88894,A
123456,XX.ST024.--.EHZ,,53.5,-48.6,0.0,0.0,,trad_sp,3.1,37.412116,-122.059357,12.345,0.2,0.4,2.3,,0.96802,A
123456,XX.ST025.--.EHZ,,53.5,-53.9,0.0,0.0,,trad_sp,3.7,37.412116,-122.059357,12.345,0.2,0.4,2.3,,1.06336,A
123456,XX.ST026.--.EHZ,,53.5,-59.1,0.0,0.0,,trad_sp,4.7,37.412116,-122.059357,12.345,0.2,0.4,2.3,,1.15368,A
123456,XX.ST027.--.EHZ,,53.5,-64.4,0.0,0.0,,trad_sp,6.3,37.412116,-122.059357,12.345,0.2,0.4,2.3,,1.2517,A
123456,XX.ST028.--.EHZ,,53.5,-69.7,0.0,0.0,,trad_sp,8.7,37.412116,-122.059357,12.345,0.2,0.4,2.3,,1.34596,A
123456,XX.ST029.--.EHZ,,53.5,-75.0,0.0,0.0,,trad_sp,13.2,37.412116,-122.059357,12.345,0.2,0.4,2.3,,1.5206,A
123456,XX.ST030.--.EHZ,,82.9,237.7,0.0,0.0,,trad_sp,2.3,37.412116,-122.059357,12.345,0.2,0.4,2.3,,0.87317,A
123456,XX.ST031.--.EHZ,,77.3,235.5,0.0,0.0,,trad_sp,1.8,37.412116,-122.059357,12.345,0.2,0.4,2.3,,0.70374,A
123456,XX.ST032.--.EHZ,,72.0,233.0,0.0,0.0,,trad_sp,1.4,37.412116,-122.059357,12.345,0.2,0.4,2.3,,0.53951,A
123456,XX.ST033.--.EHZ,,67.1,230.2,0.0,0.0,,trad_sp,1.1,37.412116,-122.059357,12.345,0.2,0.4,2.3,,0.39989,A
123456,XX.ST034.--.EHZ,,41.4,181.1,0.0,0.0,,trad_sp,159.5,37.412116,-122.059357,12.345,0.2,0.4,2.3,,0.82658,A
123456,XX.ST035.--.EHZ,,41.9,188.5,0.0,0.0,,trad_sp,20.2,37.412116,-122.059357,12.345,0.2,0.4,2.3,,0.8185,A
123456,XX.ST036.--.EHZ,,48.1,188.6,0.0,0.0,,trad_sp,18.5,37.412116,-122.059357,12.345,0.2,0.4,2.3,,0.84999,A
123456,XX.ST037.--.EHZ,,54.1,190.6,0.0,0.0,,trad_sp,14.0,37.412116,-122.059357,12.345,0.2,0.4,2.3,,0.8729,A
123456,XX.ST038.--.EHZ,,59.6,193.8,0.0,0.0,,trad_sp,10.1,37.412116,-122.059357,12.345,0.2,0.4,2.3,,0.89479,A
123456,XX.ST039.--.EHZ,,64.1,197.9,0.0,0.0,,trad_sp,7.2,37.412116,-122.059357,12.345,0.2,0.4,2.3,,0.90314,A
123456,XX.ST040.--.EHZ,,67.3,202.5,0.0,0.0,,trad_sp,5.2,37.412116,-122.059357,12.345,0.2,0.4,2.3,,0.90279,A
123456,XX.ST041.--.EHZ,,69.3,207.4,0.0,0.0,,trad_sp,3.6,37.412116,-122.059357,12.345,0.2,0.4,2.3,,0.85232,A
123456,XX.ST042.--.EHZ,,69.6,212.4,0.0,0.0,,trad_sp,2.5,37.412116,-122.059357,12.345,0.2,0.4,2.3,,0.78141,A
123456,XX.ST043.--.EHZ,,68.5,217.3,0.0,0.0,,trad_sp,1.6,37.412116,-122.059357,12.345,0.2,0.4,2.3,,0.60751,A
123456,XX.ST044.--.EHZ,,65.7,222.1,0.0,0.0,,trad_sp,1.1,37.412116,-122.059357,12.345,0.2,0.4,2.3,,0.42112,A
123456,XX.ST045.--.EHZ,,61.7,226.4,0.0,0.0,,trad_sp,1.1,37.412116,-122.059357,12.345,0.2,0.4,2.3,,0.35404,A
123456,XX.ST046.--.EHZ,,56.6,230.1,0.0,0.0,,trad_sp,1.6,37.412116,-122.059357,12.345,0.2,0.4,2.3,,0.39889,A
123456,XX.ST047.--.EHZ,,50.8,232.7,0.0,0.0,,trad_sp,2.3,37.412116,-122.059357,12.345,0.2,0.4,2.3,,0.44246,A
123456,XX.ST048.--.EHZ,,44.6,233.7,0.0,0.0,,trad_sp,2.9,37.412116,-122.059357,12.345,0.2,0.4,2.3,,0.44139,A
123456,XX.ST049.--.EHZ,,38.6,232.3,0.0,0.0,,trad_sp,3.5,37.412116,-122.059357,12.345,0.2,0.4,2.3,,0.44341,A
123456,XX.ST050.--.EHZ,,33.5,227.5,0.0,0.0,,trad_sp,4.2,37.412116,-122.059357,12.345,0.2,0.4,2.3,,0.47112,A
123456,XX.ST051.--.EHZ,,30.1,218.9,0.0,0.0,,trad_sp,5.4,37.412116,-122.059357,12.345,0.2,0.4,2.3,,0.54654,A
123456,XX.ST052.--.EHZ,,29.4,207.8,0.0,0.0,,trad_sp,7.6,37.412116,-122.059357,12.345,0.2,0.4,2.3,,0.64769,A
123456,XX.ST053.--.EHZ,,31.7,197.8,0.0,0.0,,trad_sp,11.4,37.412116,-122.059357,12.345,0.2,0.4,2.3,,0.73288,A
123456,XX.ST054.--.EHZ,,36.2,191.3,0.0,0.0,,trad_sp,16.5,37.412116,-122.059357,12.345,0.2,0.4,2.3,,0.77993,A
123456,XX.ST055.--.EHZ,,48.7,211.0,0.0,0.0,,trad_sp,3.9,37.412116,-122.059357,12.345,0.2,0.4,2.3,,0.67198,A
123456,XX.ST056.--.EHZ,,48.4,-73.5,0.0,0.0,,trad_sp,13.1,37.412116,-122.059357,12.345,0.2,0.4,2.3,,1.5619,A
123456,XX.ST057.--.EHZ,,43.3,-71.6,0.0,0.0,,trad_sp,12.9,37.412116,-122.059357,12.345,0.2,0.4,2.3,,1.57329,A
123456,XX.ST058.--.EHZ,,38.4,-69.2,0.0,0.0,,trad_sp,12.8,37.412116,-122.059357,12.345,0.2,0.4,2.3,,1.57388,A
123456,XX.ST059.--.EHZ,,33.6,-66.2,0.0,0.0,,trad_sp,12.7,37.412116,-122.059357,12.345,0.2,0.4,2.3,,1.53617,A
123456,XX.ST060.--.EHZ,,29.0,-62.2,0.0,0.0,,trad_sp,12.7,37.412116,-122.059357,12.345,0.2,0.4,2.3,,1.46971,A
123456,XX.ST061.--.EHZ,,24.7,-56.9,0.0,0.0,,trad_sp,13.0,37.412116,-122.059357,12.345,0.2,0.4,2.3,,1.37904,A
123456,XX.ST062.--.EHZ,,20.6,-49.3,0.0,0.0,,trad_sp,13.6,37.412116,-122.059357,12.345,0.2,0.4,2.3,,1.2275,A
123456,XX.ST063.--.EHZ,,17.1,-38.5,0.0,0.0,,trad_sp,15.2,37.412116,-122.059357,12.345,0.2,0.4,2.3,,1.03282,A
123456,XX.ST064.--.EHZ,,14.5,-23.2,0.0,0.0,,trad_sp,21.4,37.412116,-122.059357,12.345,0.2,0.4,2.3,,0.83681,A
123456,XX.ST065.--.EHZ,,13.4,-3.5,0.0,0.0,,trad_sp,125.1,37.412116,-122.059357,12.345,0.2,0.4,2.3,,0.72197,A
123456,XX.ST066.--.EHZ,,82.9,122.3,0.0,0.0,,trad_sp,2.3,37.412116,-122.059357,12.345,0.2,0.4,2.3,,0.87317,A
123456,XX.ST067.--.EHZ,,77.3,124.5,0.0,0.0,,trad_sp,1.8,37.412116,-122.059357,12.345,0.2,0.4,2.3,,0.70374,A
123456,XX.ST068.--.EHZ,,72.0,127.0,0.0,0.0,,trad_sp,1.4,37.412116,-122.059357,12.345,0.2,0.4,2.3,,0.53951,A
123456,XX.ST069.--.EHZ,,67.1,129.8,0.0,0.0,,trad_sp,1.1,37.412116,-122.059357,12.345,0.2,0.4,2.3,,0.39989,A
123456,XX.ST070.--.EHZ,,41.4,178.9,0.0,0.0,,trad_sp,159.5,37.412116,-122.059357,12.345,0.2,0.4,2.3,,0.82658,A
